id;codigo;denominacion;planificacion;tipo;region_codigo;region_nombre;comunas;comunas_codigos;clasificacion;estado;fechaInicioVigencia;fechaPublicacion;urlPublicacion;modificacionLimiteUrbano;evaluacionAmbientalEstrategica;fechaInicioEae;fechaTerminoEae;consultaIndigena;numeroDocumento;fechaInicioElaboracion;modificacionIntegral;instrumento_origen_id;es_modificacion;codigos_modificaciones;urls_documentos;tipos_documentos;nombres_documentos;fuente;createdAt;updatedAt
3024;;Interpretación Multicanchas;Comunal;PRC;12;MAGALLANES;PORVENIR;12301;Interpretación;Vigente;2025-09-24;;https://minvuchile-my.sharepoint.com/:b:/g/personal/isalazarg_minvu_cl/ES-f60KMAvFFlqrLh39ojNEBDZtuMEqxWtxnn6fVF3R_WQ?e=Lgy2dS;False;False;;;False;;;False;1374;True;;;;;Plataforma Web;2025-10-30T16:33:44.057-03:00;2025-10-30T16:33:44.057-03:00
3027;;Interpretación Zona ZAB1 ZA1;Comunal;PRC;12;MAGALLANES;PORVENIR;12301;Interpretación;Vigente;2023-05-11;;https://minvuchile-my.sharepoint.com/:b:/g/personal/isalazarg_minvu_cl/ESHcqYPsgkFKupjEtng99o8BNtTCUkBN1Y4WDyVKf-A3nw?e=U6RBq3;False;False;;;False;;;False;1374;True;;;;;Plataforma Web;2025-10-30T16:46:06.824-03:00;2025-10-30T16:46:06.824-03:00
3028;;Interpretación Zona  ZB2;Comunal;PRC;12;MAGALLANES;PORVENIR;12301;Interpretación;Vigente;2015-11-24;;https://minvuchile-my.sharepoint.com/:b:/g/personal/isalazarg_minvu_cl/EQZSjn_3zgtNi27eGepvN6cBGPd4Aw8UoKGfjEScMGI7FQ?e=LOqHwo;False;False;;;False;;;False;1374;True;;;;;Plataforma Web;2025-10-30T16:53:16.709-03:00;2025-10-30T16:53:16.709-03:00
3029;;Interpretación Zona ZA1 ZAB1;Comunal;PRC;12;MAGALLANES;PORVENIR;12301;Interpretación;Vigente;2023-10-04;;https://minvuchile-my.sharepoint.com/:b:/g/personal/isalazarg_minvu_cl/EYJMLFPLFZxCjkcQfQNOhEgBZbZ4kF2tCjUbhk6z8vs-RQ?e=9wIQ0N;False;False;;;False;;;False;1374;True;;;;;Plataforma Web;2025-10-30T16:56:44.548-03:00;2025-10-30T16:56:44.548-03:00
3031;;Interpretación Zona  ZP4;Comunal;PRC;12;MAGALLANES;PORVENIR;12301;Interpretación;Vigente;2023-10-11;;https://minvuchile-my.sharepoint.com/:b:/g/personal/isalazarg_minvu_cl/EWNE67ZG_9tMpMofPfLK584BDc3bjER5L4SLO_8HBFpXcA?e=1EdGtS;False;False;;;False;;;False;1374;True;;;;;Plataforma Web;2025-10-30T16:58:56.055-03:00;2025-10-30T16:58:56.055-03:00
33;200003;Plan Regulador Comunal de Antofagasta;Comunal;PRC;02;02;ANTOFAGASTA;02101;Instrumento de origen;Vigente;2002-07-17;;https://www.municipalidaddeantofagasta.cl/index.php/home/municipalidad/plan-regulador#memorias-explicativas;False;False;;;False;24;;False;33;False;200012, 204045;https://instrumentosdeplanificacion.minvu.cl/files/maps/3/4.24b02d.02101.pdf | https://www.bcn.cl/leychile/navegar?i=200632&f=2016-02-09 | https://seia.sea.gob.cl/expediente/expedientesEvaluacion.php?id_expediente=3669&idExpediente=3669;Publicación D. O. con Ordenanza | Decreto | Otro no especificado;Publicación D.O. con Ordenanza | RESOLUCIÓN 24/2002 BCN | RCA N°134/2001;Plataforma Web;2025-08-01T17:56:35.114-04:00;2025-08-14T11:33:07.240-04:00
2640;;MODIFICACIÓN PLAN REGULADOR DE ANTOFAGASTA SECTOR CHIMBA BAJO COSTA;Comunal;PRC;02;02;ANTOFAGASTA;02101;Modificación;En Desarrollo;;;;False;True;2018-04-18;;False;;2025-08-12;False;33;True;;;;;Plataforma Web;2025-08-12T15:38:59.821-04:00;2025-08-12T15:38:59.821-04:00
2629;;Enmienda PRC-PS LA CHIMBA Decreto 145/2016;Comunal;PRC;02;02;ANTOFAGASTA;02101;Modificación;Vigente;2016-02-09;;https://www.bcn.cl/leychile/navegar?i=1087390&f=2016-02-09;False;False;;;False;;;False;33;True;204045;https://www.bcn.cl/leychile/navegar?i=1087390&f=2016-02-09;Decreto;Publicación BCN;Plataforma Web;2025-08-12T12:49:11.267-04:00;2025-08-13T09:51:04.396-04:00
103;204045;Modificación Plan Regulador Comunal de Antofagasta;Comunal;PRC;02;02;ANTOFAGASTA;02101;Modificación;En Desarrollo;;;;False;True;2018-04-18;;False;No aplica;2025-08-12;False;33;True;;;;;Plataforma Web;2025-08-01T17:56:40.164-04:00;2025-08-12T15:33:03.621-04:00
40;200012;Plano Seccional Barrio La Negra;Comunal;PS;02;02;ANTOFAGASTA;02101;Instrumento de origen;Vigente;2003-09-09;;https://www.municipalidaddeantofagasta.cl/index.php/home/municipalidad/plan-regulador#planos;False;False;;;False;723;;False;33;True;;https://www.municipalidaddeantofagasta.cl/phocadownload/planregulador/Plano_Seccional_La_Negra.pdf | https://www.bcn.cl/leychile/navegar?i=214554&f=2003-09-09&p=;Plano | Decreto;PSLN-01 PLANO FIRMADO | DECRETO N°678/2003 ;Plataforma Web;2025-08-01T17:56:35.663-04:00;2025-08-13T11:23:55.624-04:00
2649;;MODIFICACIÓN DEL PLAN REGULADOR COMUNAL SECTOR NORTE, ANTOFAGASTA;Comunal;PRC;02;02;ANTOFAGASTA;02101;Modificación;Vigente;2012-07-14;;https://www.municipalidaddeantofagasta.cl/index.php/home/municipalidad/plan-regulador#memorias-explicativas;False;False;;;False;;;False;33;True;;https://www.bcn.cl/leychile/navegar?i=1041786&f=2012-07-14 | https://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=normal&id_expediente=2649553 | https://www.municipalidaddeantofagasta.cl/index.php/home/municipalidad/plan-regulador#memorias-explicativas;Decreto | Otro no especificado | Otro no especificado;DECRETO N°816/2012 BCN | RCA N°32/2009 | MEMORIA, DECRETO, DIA, ORDENANZA, PLANOS;Plataforma Web;2025-08-13T10:09:04.290-04:00;2025-08-13T10:30:15.255-04:00
2650;;MODIFICACIÓN DEL PLAN REGULADOR COMUNAL DE ANTOFAGASTA SECTOR NORTE III ETAPA CHIMBA NORTE;Comunal;PRC;02;02;ANTOFAGASTA;02101;Modificación;Vigente;2014-03-04;;https://www.municipalidaddeantofagasta.cl/index.php/home/municipalidad/plan-regulador#planos;False;True;2012-05-17;2014-02-21;False;;;False;33;True;;https://www.bcn.cl/leychile/navegar?i=1059980&f=2014-03-04&p= | https://eae.mma.gob.cl/file/29;Decreto | Otro no especificado;DECRETO 236/2014 BCN | EAE ;Plataforma Web;2025-08-13T10:47:34.877-04:00;2025-08-13T10:47:34.877-04:00
513;502020;Plan Regulador Comunal de Villa Alemana;Comunal;PRC;05;05;VILLA ALEMANA;05804;Instrumento de origen;Vigente;2002-08-24;;https://prc.villalemana.cl/;True;False;;;False;619;;False;513;False;502022, 502024, 502023, 502025, 502026, 502027, 502028, 502029, 504078;https://instrumentosdeplanificacion.minvu.cl/files/maps/2020/4.619b02a.05804.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/2020/4.619b02c.05804.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/2020/4.619b02d.05804.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/2020/4.619b02m.05804.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/2020/4.619b02p1.05804.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/2020/4.619b02p2.05804.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/2020/4.619b02p3.05804.jpg;Ordenanza | Publicación D. O. con Ordenanza | Decreto | Memoria | Plano | Plano | Plano;Ordenanza Local Decreto N°619 | Publicación D.O. con Ordenanza | Decreto N°619 | Memoria Explicativa Decreto N°619 | Plano Decreto N°619 - Lámina Zonificación y vialidad estructurante A | Plano Decreto N°619 - Lámina Zonificación y vialidad estructurante B | Plano Decreto N°619 - Lámina Cortesestructurante B;Plataforma Web;2025-08-01T17:57:11.317-04:00;2025-10-30T17:38:11.296-03:00
515;502022;SANCIONA ENMIENDA N°7 MATURANA, AL PLAN REGULADOR COMUNAL;Comunal;PRC;05;05;VILLA ALEMANA;05804;Modificación;Vigente;2006-04-25;;;;;;;;490;;False;513;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/2022/4.490b06c.05804.pdf;Publicación D. O. con Ordenanza;Publicación D.O. con Ordenanza;Planilla;2025-08-01T17:57:11.568-04:00;2025-08-01T17:57:11.568-04:00
516;502023;SANCIONA ENMIENDA N°6 PAIS DE GALES AL PLAN REGULADOR COMUNAL;Comunal;PRC;05;05;VILLA ALEMANA;05804;Modificación;Vigente;2006-12-19;;;;;;;;1686;;False;513;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/2023/4.1686b06c.05804.pdf;Publicación D. O. con Ordenanza;Publicación D.O. con Ordenanza;Planilla;2025-08-01T17:57:11.613-04:00;2025-08-01T17:57:11.613-04:00
517;502024;SANCIONA ENMIENDA N°2 AL PLAN REGULADOR COMUNAL;Comunal;PRC;05;05;VILLA ALEMANA;05804;Modificación;Vigente;2006-12-19;;;;;;;;1687;;False;513;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/2024/4.1687b06c.05804.pdf;Publicación D. O. con Ordenanza;Publicación D.O. con Ordenanza;Planilla;2025-08-01T17:57:11.673-04:00;2025-08-01T17:57:11.673-04:00
518;502025;SANCIONA ENMIENDA N°8 AL PLAN REGULADOR COMUNAL DE VILLA ALEMANA;Comunal;PRC;05;05;VILLA ALEMANA;05804;Modificación;Vigente;2008-02-08;;;;;;;;120;;False;513;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/2025/4.120b08b.05804.pdf;Publicación D. O.;Publicación D.O.;Planilla;2025-08-01T17:57:11.788-04:00;2025-08-01T17:57:11.788-04:00
519;502026;APRUEBA ENMIENDA N°9 AL PLAN REGULADOR COMUNAL;Comunal;PRC;05;05;VILLA ALEMANA;05804;Modificación;Vigente;2009-02-17;;;;;;;;7;;False;513;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/2026/4.7b09c.05804.pdf;Publicación D. O. con Ordenanza;Publicación D.O. con Ordenanza;Planilla;2025-08-01T17:57:11.871-04:00;2025-08-01T17:57:11.871-04:00
520;502027;ESTABLECE NORMAS URBANISTICAS PARA AREAS QUE INDICA;Comunal;PRC;05;05;VILLA ALEMANA;05804;Modificación;Vigente;2013-09-24;;;;;;;;1560;;False;513;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/2027/4.1560b13b.05804.pdf;Publicación D. O.;Publicación D.O.;Planilla;2025-08-01T17:57:11.921-04:00;2025-08-01T17:57:11.921-04:00
521;502028;DEJA SSIN EFECTO DECLARATORIAS DE UTILIDAD PÚBLICA DE TERRENOS QUE INDICA;Comunal;PRC;05;05;VILLA ALEMANA;05804;Modificación;Vigente;2015-04-28;;;;;;;;753;;False;513;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/2028/4.753b15d.05804.pdf;Decreto;Decreto N°753;Planilla;2025-08-01T17:57:12.075-04:00;2025-08-01T17:57:12.075-04:00
522;502029;ACTUALIZACIÓN CAPÍTULO V DE LA ORDENANZA LOCAL DEL PLAN REGULADOR COMUNAL DE VILLA ALEMANA;Comunal;PRC;05;05;VILLA ALEMANA;05804;Modificación;Vigente;2017-08-12;;;;;;;;946;;False;513;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/2029/4.946b17d.05804.pdf;Decreto;Decreto N°946;Planilla;2025-08-01T17:57:12.167-04:00;2025-08-01T17:57:12.167-04:00
549;504078;Actualización Plan Regulador Comunal de Villa Alemana;Comunal;PRC;05;05;VILLA ALEMANA;05804;Modificación;En Desarrollo;;;;True;True;;;False;No aplica;2025-08-13;False;513;True;;;;;Plataforma Web;2025-08-01T17:57:13.874-04:00;2025-08-13T13:53:44.038-04:00
2856;;interpretación_PRC_VILLA ALEMANA_ZONIFICACION R_2021.pdf;Comunal;PRC;05;05;VILLA ALEMANA;05804;Interpretación;Vigente;2021-12-23;;https://www.minvu.gob.cl/elementos-tecnicos/planes-reguladores-2023/region-de-valparaiso/;False;False;;;False;;;False;513;True;;;;;Plataforma Web;2025-10-27T17:19:30.874-03:00;2025-10-27T17:19:30.874-03:00
2965;;‌interpretación_PRC_VILLA ALEMANA_ZONIFICACION E2 AV3 R_2019.pdf;Comunal;PRC;05;05;VILLA ALEMANA;05804;Interpretación;Vigente;2019-01-29;;https://www.minvu.gob.cl/elementos-tecnicos/planes-reguladores-2023/region-de-valparaiso/;False;False;;;False;;;False;513;True;;;;;Plataforma Web;2025-10-30T12:22:55.550-03:00;2025-10-30T12:22:55.550-03:00
2938;;interpretación_PRC_VILLA ALEMANA_ ZONIFICACION EX-I1_2020.pdf;Comunal;PRC;05;05;VILLA ALEMANA;05804;Interpretación;Vigente;2020-07-22;;https://www.minvu.gob.cl/elementos-tecnicos/planes-reguladores-2023/region-de-valparaiso/;False;False;;;False;;;False;513;True;;;;;Plataforma Web;2025-10-30T10:23:53.564-03:00;2025-10-30T10:23:53.564-03:00
2811;;interpretación_PRC_VILLA ALEMANA_RIESGOS_2023.pdf;Comunal;PRC;05;05;VILLA ALEMANA;05804;Interpretación;Vigente;2022-07-06;;https://www.minvu.gob.cl/elementos-tecnicos/planes-reguladores-2023/region-de-valparaiso/;False;False;;;False;;;False;513;True;;;;;Plataforma Web;2025-10-23T17:05:08.812-03:00;2025-10-23T17:05:08.812-03:00
1682;1300378;Plan Regulador Comunal de Lo Barnechea;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;LO BARNECHEA;13115;Instrumento de origen;Vigente;2002-09-05;;;;;;;;1295;;False;1682;False;1304094, 1300427, 1300443, 1300888, 1300348, 1300810, 1300309, 1300321, 1300402, 1300692, 1300712, 1300889, 1300502, 1300339, 1300434, 1300529, 1300647, 1300606, 1300816, 1300856, 1300868, 1300462, 1300817, 1300766, 1300549, 1300556, 1300691, 1300690, 1300780, 1300784, 1300438, 1300765, 1300499, 1300885, 1300903, 1300985;https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02a.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02c.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02d.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02e1.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02e2.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02e3.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02m.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02p1.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02p10.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02p11.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02p12.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02p13.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02p14.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02p15.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02p16.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02p2.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02p3.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02p4.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02p5.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02p6.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02p7.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02p8.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/378/4.1295b02p9.13115.jpg;Ordenanza | Publicación D. O. con Ordenanza | Decreto | Estudio | Estudio | Estudio | Memoria | Plano | Plano | Plano | Plano | Plano | Plano | Plano | Plano | Plano | Plano | Plano | Plano | Plano | Plano | Plano | Plano;Ordenanza | Publicación D.O y Ordenanza | Decreto N°1295 | Estudio de Capacidad Vial | Estudios de densidades | Estudios de riesgos | Memoria Explicativa Decreto N°1295 | Plano Zonificación Decreto N°1295 | Plano Zonificación Decreto N°1295 | Plano Zonificación Decreto N°1295 | Plano Zonificación Decreto N°1295 | Plano Zonificación Decreto N°1295 | Plano Zonificación Decreto N°1295 | Plano Vialidad Decreto N°1295 | Plano Vialidad Decreto N°1295 | Plano Zonificación Decreto N°1295 | Plano Zonificación Decreto N°1295 | Plano Vialidad Decreto N°1295 | Plano Vialidad Decreto N°1295 | Plano Vialidad Decreto N°1295 | Plano Vialidad Decreto N°1295 | Plano Vialidad Decreto N°1295 | Plano Vialidad Decreto N°1295;Planilla;2025-08-01T17:58:40.017-04:00;2025-08-01T17:58:40.017-04:00
2179;1300903;Planos Seccionales Pedro Lira Urquieta y Santa Blanca;Comunal;PS;13;METROPOLITANA DE SANTIAGO;LO BARNECHEA;13115;Modificación;Vigente;2003-07-29;;;;;;;;1086;;False;1682;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/903/5.1086b03b.13115.pdf;Publicación D. O.;Publicación D.O;Planilla;2025-08-01T17:59:17.117-04:00;2025-08-01T17:59:17.117-04:00
1798;1300499;Elimina Equipamiento en zona J;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;LO BARNECHEA;13115;Modificación;Vigente;2019-03-13;;;;;;;;202;;False;1682;True;1304094;https://instrumentosdeplanificacion.minvu.cl/files/maps/499/4.202b19c.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/499/4.202b19e.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/499/4.202b19m.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/499/4.202b19p.13115.pdf;Publicación D. O. con Ordenanza | Estudio | Memoria | Plano;Publicación D.O. con Ordenanza | Anexo Memoria | Memoria Explicativa Decreto N°202 | Plano Decreto N°202 - Lámina Zonificación;Planilla;2025-08-01T17:58:48.914-04:00;2025-08-01T17:58:48.914-04:00
1800;1300502;Asigan normas a DUP caducadas;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;LO BARNECHEA;13115;Modificación;Vigente;2011-01-29;;;;;;;;204;;False;1682;True;1304094;https://instrumentosdeplanificacion.minvu.cl/files/maps/502/4.204b11c.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/502/4.204b11d.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/502/4.204b11m.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/502/4.204b11p1.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/502/4.204b11p2.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/502/4.204b11p3.13115.pdf;Publicación D. O. con Ordenanza | Decreto | Memoria | Plano | Plano | Plano;Publicación D.O y Ordenanza | Decreto N°204 | Memoria Explicativa Decreto N°204 | Plano Decreto N°204 - Lámina Zonificación 1 | Plano Decreto N°204 - Lámina Zonificación 2 | Plano Decreto N°204 - Lámina Zonificación 3;Planilla;2025-08-01T17:58:49.033-04:00;2025-08-01T17:58:49.033-04:00
1931;1300647;ASIGNA NUEVAS NORMAS URBANÍSTICAS A TERRENOS CUYAS DECLARATORIAS DE UTILIDAD PÚBLICA CADUCARON;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;LO BARNECHEA;13115;Modificación;Vigente;2012-07-14;;;;;;;;3407;;False;1682;True;1304094;https://instrumentosdeplanificacion.minvu.cl/files/maps/647/4.3407b12c.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/647/4.3407b12p.13115.pdf;Publicación D. O. con Ordenanza | Plano;Publicación D.O y Ordenanza | Plano Decreto N°3407;Planilla;2025-08-01T17:58:59.013-04:00;2025-08-01T17:58:59.013-04:00
2060;1300780;Equipamiento de Culto;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;LO BARNECHEA;13115;Modificación;Vigente;2015-10-01;;;;;;;;5655;;False;1682;True;1304094;https://instrumentosdeplanificacion.minvu.cl/files/maps/780/4.5655b15b.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/780/4.5655b15m.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/780/4.5655b15p1.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/780/4.5655b15p2.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/780/4.5655b15p3.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/780/4.5655b15p4.13115.pdf;Publicación D. O. | Memoria | Plano | Plano | Plano | Plano;Publicación D.O | Memoria decreto N°5655 | Plano decreto N°5655 | Plano decreto N°5655 | Plano decreto N°5655 | Plano decreto N°5655;Planilla;2025-08-01T17:59:08.671-04:00;2025-08-01T17:59:08.671-04:00
2319;1304094;PRC Lo Barnechea - Actualización;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;LO BARNECHEA;13115;Instrumento de origen;Vigente;2025-10-30;;https://lobarnechea.cl/municipalidad/plan-regulador/plan-regulador-comunal-vigente/;False;True;2019-09-27;2024-10-16;False;No aplica;2025-08-13;True;1682;True;;;;;Plataforma Web;2025-08-01T17:59:27.219-04:00;2025-11-03T12:27:37.272-03:00
2063;1300784;Rectifica Zona 3;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;LO BARNECHEA;13115;Modificación;Vigente;2015-10-03;;;;;;;;5794;;False;1682;True;1304094;https://instrumentosdeplanificacion.minvu.cl/files/maps/784/4.5794b15b.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/784/4.5794b15m.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/784/4.5794b15p.13115.pdf;Publicación D. O. | Memoria | Plano;Publicación D.O | Memoria decreto N°5655 | Plano decreto N°5794;Planilla;2025-08-01T17:59:08.922-04:00;2025-08-01T17:59:08.922-04:00
1821;1300529;Cerros Isla;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;LO BARNECHEA;13115;Modificación;Vigente;2011-05-06;;;;;;;;2285;;False;1682;True;1304094;https://instrumentosdeplanificacion.minvu.cl/files/maps/529/4.2285b11b.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/529/4.2285b11d.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/529/4.2285b11m.13115.pdf;Publicación D. O. | Decreto | Memoria;Publicación D.O y Ordenanza | Decreto N°2285 | Memoria Explicativa Decreto N°2285;Planilla;2025-08-01T17:58:50.716-04:00;2025-08-01T17:58:50.716-04:00
2089;1300810;Modif_Vialidad;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;LO BARNECHEA;13115;Modificación;Vigente;2006-04-04;;;;;;;;649;;False;1682;True;1304094;https://instrumentosdeplanificacion.minvu.cl/files/maps/810/4.649b06c.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/810/4.649b06p1.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/810/4.649b06p2.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/810/4.649b06p3.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/810/4.649b06p4.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/810/4.649b06p5.13115.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/810/4.649b06p6.13115.jpg;Publicación D. O. con Ordenanza | Plano | Plano | Plano | Plano | Plano | Plano;Publicación D.O Y Ordenanza | Plano Lámina 1 Decreto N°649 | Plano Lámina 2 Decreto N°649 | Plano Lámina 3 Decreto N°649 | Plano Lámina 4 Decreto N°649 | Plano Lámina 5 Decreto N°649 | Plano Lámina 6 Decreto N°649;Planilla;2025-08-01T17:59:10.563-04:00;2025-08-01T17:59:10.563-04:00
1705;1300402;Modifi_Act_productiva_y_Equipa_Comercial;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;LO BARNECHEA;13115;Modificación;Vigente;2006-08-05;;;;;;;;1396;;False;1682;True;1304094;https://instrumentosdeplanificacion.minvu.cl/files/maps/402/4.1396b06b.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/402/4.1396b06d.13115.pdf;Publicación D. O. | Decreto;Publicación D.O | Decreto N°1396;Planilla;2025-08-01T17:58:41.980-04:00;2025-08-01T17:58:41.980-04:00
2095;1300816;Incorpora_Zona E;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;LO BARNECHEA;13115;Modificación;Vigente;2013-02-22;;;;;;;;673-13;;False;1682;True;1304094;https://instrumentosdeplanificacion.minvu.cl/files/maps/816/4.673-13b13c.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/816/4.673-13b13m.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/816/4.673-13b13p1.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/816/4.673-13b13p2.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/816/4.673-13b13p3.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/816/4.673-13b13p4.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/816/4.673-13b13p5.13115.pdf;Publicación D. O. con Ordenanza | Memoria | Plano | Plano | Plano | Plano | Plano;Publicación D.O y Ordenanza | Memoria Decreto N°673-13 | Plano Lámina 1 Decreto N°673-13 | Plano Lámina 2 Decreto N°673-13 | Plano Lámina 3 Decreto N°673-13 | Plano Lámina 4 Decreto N°673-13 | Plano Lámina 5 Decreto N°673-13;Planilla;2025-08-01T17:59:10.861-04:00;2025-08-01T17:59:10.861-04:00
2096;1300817;Modif_Zona_J_sector_Pie Andino;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;LO BARNECHEA;13115;Modificación;Vigente;2013-12-21;;;;;;;;6789;;False;1682;True;1304094;https://instrumentosdeplanificacion.minvu.cl/files/maps/817/4.6789b13c.13115.pdf;Publicación D. O. con Ordenanza;Publicación D.O y Ordenanza;Planilla;2025-08-01T17:59:10.866-04:00;2025-08-01T17:59:10.866-04:00
1840;1300549;DEJA SIN EFECTO DECLARATORIAS DE UTILIDAD PUBLICA QUE FUERON REESTABLECIDAS POR LEY 20.791;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;LO BARNECHEA;13115;Modificación;Vigente;2015-04-29;;;;;;;;2523;;False;1682;True;1304094;https://instrumentosdeplanificacion.minvu.cl/files/maps/549/4.2523b15c.13115.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/549/4.2523b15p.13115.pdf;Publicación D. O. con Ordenanza | Plano;Publicación D.O y Ordenanza | Plano Decreto N°2523;Planilla;2025-08-01T17:58:52.068-04:00;2025-08-01T17:58:52.068-04:00
